id,dev_domain,gender,year_joined,hacktoberfest
18845,IOS,M,2011,Yes
18846,Machine Learning,F,2010,Yes
18847,DevOps,Other,2012,No
18848,Android,F,2018,Yes
18849,Cloud,M,2011,No
18850,DevOps,Other,2019,No
18851,DevOps,M,2012,Yes
18852,Cybersecurity,M,2016,Yes
18853,Machine Learning,F,2014,Yes
18854,IOS,M,2012,Yes
18855,Android,M,2014,Yes
18856,Web,M,2013,No
18857,Cloud,Other,2023,No
18858,Cloud,Other,2020,Yes
18859,Android,M,2022,No
18860,Cloud,M,2019,No
18861,DevOps,M,2008,Yes
18862,Machine Learning,Other,2013,No
18863,Web,F,2013,No
18864,IOS,F,2019,Yes
18865,Cloud,M,2010,Yes
18866,Web,Other,2023,Yes
18867,Cloud,M,2018,Yes
18868,Cybersecurity,F,2021,Yes
18869,Web,F,2011,No
18870,DevOps,F,2014,Yes
18871,Cybersecurity,M,2020,Yes
18872,Windows,M,2014,No
18873,Android,M,2021,No
18874,DevOps,M,2012,No
18875,Windows,M,2015,Yes
18876,Windows,F,2013,No
18877,Cybersecurity,F,2021,No
18878,Windows,F,2011,Yes
18879,Web,F,2017,No
18880,Cloud,M,2009,No
18881,IOS,M,2023,No
18882,Android,F,2021,No
18883,Cybersecurity,F,2018,Yes
18884,Cybersecurity,F,2016,Yes
18885,IOS,M,2020,Yes
18886,Machine Learning,Other,2008,No
18887,Machine Learning,M,2018,Yes
18888,Cloud,M,2010,No
18889,IOS,M,2021,Yes
18890,Machine Learning,M,2009,Yes
18891,DevOps,F,2014,No
18892,Android,F,2023,Yes
18893,Machine Learning,Other,2015,No
18894,DevOps,M,2019,No
18895,Windows,F,2014,No
18896,Web,Other,2008,Yes
18897,Windows,M,2010,No
18898,DevOps,M,2019,No
18899,Machine Learning,F,2019,No
18900,IOS,M,2022,No
18901,IOS,M,2019,No
18902,Machine Learning,M,2009,No
18903,Web,F,2014,No
18904,IOS,F,2014,Yes
18905,Windows,M,2018,No
18906,DevOps,M,2010,No
18907,Cloud,M,2014,Yes
18908,Web,M,2008,Yes
18909,Windows,M,2010,Yes
18910,Machine Learning,F,2018,No
18911,Android,M,2008,Yes
18912,Windows,M,2008,No
18913,Windows,F,2014,No
18914,Machine Learning,M,2016,No
18915,Web,M,2009,Yes
18916,IOS,F,2023,No
18917,Cloud,F,2009,No
18918,DevOps,F,2012,No
18919,Cybersecurity,Other,2014,No
18920,DevOps,M,2011,Yes
18921,Windows,M,2014,Yes
18922,Cloud,F,2015,Yes
18923,DevOps,M,2009,Yes
18924,Cybersecurity,M,2018,No
18925,DevOps,F,2009,No
18926,IOS,M,2015,No
18927,Android,F,2016,No
18928,Cloud,M,2022,Yes
18929,Windows,M,2015,No
18930,Windows,F,2016,Yes
18931,IOS,F,2012,Yes
18932,IOS,M,2008,No
18933,Android,F,2014,No
18934,Windows,F,2016,No
18935,Machine Learning,Other,2011,Yes
18936,Cybersecurity,M,2009,No
18937,Android,F,2020,Yes
18938,Windows,M,2019,Yes
18939,Machine Learning,F,2009,No
18940,Cloud,Other,2009,Yes
18941,Web,M,2021,No
18942,Machine Learning,F,2019,Yes
18943,Windows,M,2017,No
18944,Android,M,2018,No
18945,Cybersecurity,M,2015,Yes
18946,IOS,M,2021,Yes
18947,Cloud,M,2020,No
18948,Cybersecurity,M,2023,Yes
18949,Cybersecurity,F,2010,No
18950,IOS,F,2021,Yes
18951,Windows,M,2016,No
18952,Web,F,2009,No
18953,DevOps,F,2018,Yes
18954,Cybersecurity,M,2015,Yes
18955,Windows,F,2017,Yes
18956,Windows,Other,2020,No
18957,IOS,F,2008,No
18958,Cybersecurity,F,2012,No
18959,DevOps,F,2017,Yes
18960,Machine Learning,F,2013,No
18961,Android,M,2020,No
18962,DevOps,F,2008,Yes
18963,Web,M,2014,Yes
18964,DevOps,M,2008,Yes
18965,Web,M,2019,Yes
18966,Cloud,M,2022,Yes
18967,Machine Learning,M,2014,Yes
18968,Machine Learning,F,2016,Yes
18969,Machine Learning,F,2014,No
18970,Web,Other,2009,No
18971,Cybersecurity,Other,2012,Yes
18972,Windows,F,2019,No
18973,Windows,F,2010,No
18974,DevOps,M,2008,No
18975,Machine Learning,F,2022,Yes
18976,Cloud,F,2019,Yes
18977,Windows,M,2023,No
18978,Android,F,2016,No
18979,IOS,F,2009,Yes
18980,IOS,Other,2022,Yes
18981,Cybersecurity,M,2013,No
18982,Windows,F,2010,Yes
18983,IOS,F,2010,No
18984,Windows,F,2016,Yes
18985,Android,F,2008,Yes
18986,Cloud,M,2018,Yes
18987,Cloud,F,2008,No
18988,Machine Learning,F,2019,Yes
18989,Web,Other,2017,Yes
18990,Cybersecurity,M,2017,No
18991,Machine Learning,F,2021,No
18992,Windows,M,2010,Yes
18993,Android,M,2016,Yes
18994,IOS,M,2016,No
18995,Web,M,2021,No
18996,DevOps,F,2014,No
18997,Android,M,2017,Yes
18998,IOS,F,2011,Yes
18999,Android,M,2008,Yes
19000,Android,F,2023,No
19001,Web,M,2020,Yes
19002,Windows,M,2011,No
19003,DevOps,F,2015,No
19004,IOS,F,2011,Yes
19005,Cloud,M,2021,Yes
19006,Android,M,2008,Yes
19007,IOS,F,2012,No
19008,IOS,M,2019,Yes
19009,Web,Other,2019,Yes
19010,Android,M,2017,Yes
19011,Cybersecurity,M,2012,Yes
19012,DevOps,Other,2014,Yes
19013,Android,M,2015,No
19014,IOS,M,2013,No
19015,Cloud,Other,2008,Yes
19016,Windows,Other,2021,No
19017,Cybersecurity,Other,2018,No
19018,Cloud,Other,2009,Yes
19019,Web,Other,2008,No
19020,DevOps,F,2021,Yes
19021,Web,M,2023,No
19022,Web,F,2011,No
19023,Cloud,M,2018,Yes
19024,Cybersecurity,F,2015,Yes
19025,Cloud,M,2012,No
19026,IOS,M,2016,No
19027,Android,M,2008,No
19028,Cloud,M,2013,Yes
19029,Web,M,2020,No
19030,Cybersecurity,F,2016,Yes
19031,DevOps,M,2011,No
19032,Cybersecurity,F,2014,No
19033,Cloud,F,2011,Yes
19034,Windows,M,2017,Yes
19035,Machine Learning,M,2018,No
19036,Cloud,F,2009,No
19037,Machine Learning,M,2018,Yes
19038,IOS,M,2017,No
19039,DevOps,F,2018,No
19040,Android,M,2013,No
19041,Cybersecurity,Other,2011,No
19042,Web,M,2021,No
19043,IOS,F,2014,Yes
19044,Machine Learning,Other,2011,Yes
19045,Cybersecurity,F,2011,No
19046,Web,F,2015,No
19047,Windows,Other,2022,Yes
19048,Machine Learning,M,2016,No
19049,Cybersecurity,F,2023,No
19050,IOS,F,2010,No
19051,Android,M,2022,No
19052,Windows,Other,2014,No
19053,Windows,F,2017,No
19054,IOS,M,2022,Yes
19055,IOS,F,2023,No
19056,Cloud,Other,2010,Yes
19057,Android,M,2023,No
19058,Web,F,2009,No
19059,IOS,M,2021,No
19060,Web,F,2013,Yes
19061,DevOps,M,2021,Yes
19062,Web,F,2016,No
19063,Cloud,M,2019,No
19064,Windows,M,2011,Yes
19065,Cloud,M,2017,No
19066,Web,F,2016,No
19067,Web,F,2010,No
19068,Web,M,2009,No
19069,Web,F,2011,Yes
19070,Android,M,2014,Yes
19071,IOS,F,2022,Yes
19072,IOS,M,2018,Yes
19073,DevOps,F,2011,Yes
19074,Web,F,2013,Yes
19075,Android,F,2019,No
19076,Cybersecurity,M,2022,Yes
19077,Android,M,2017,No
19078,Cloud,Other,2018,No
19079,IOS,Other,2010,No
19080,Machine Learning,F,2009,No
19081,DevOps,F,2016,No
19082,Cloud,M,2010,Yes
19083,Machine Learning,Other,2018,No
19084,Cybersecurity,F,2017,Yes
19085,Windows,F,2012,Yes
19086,DevOps,Other,2015,No
19087,Android,F,2022,No
19088,DevOps,M,2016,Yes
19089,Cybersecurity,F,2013,No
19090,Machine Learning,M,2018,Yes
19091,Android,M,2020,Yes
19092,Cloud,F,2015,Yes
19093,DevOps,M,2017,No
19094,Web,Other,2014,Yes
19095,Android,M,2011,Yes
19096,DevOps,F,2009,No
19097,Cloud,M,2019,Yes
19098,Windows,F,2020,No
19099,IOS,F,2020,No
19100,Android,M,2019,Yes
19101,DevOps,F,2008,No
19102,Machine Learning,F,2010,Yes
19103,Android,F,2011,No
19104,Android,M,2014,Yes
19105,Machine Learning,F,2022,No
19106,DevOps,F,2008,No
19107,IOS,M,2017,Yes
19108,IOS,M,2010,No
19109,IOS,M,2008,No
19110,Web,Other,2018,Yes
19111,Windows,M,2015,No
19112,DevOps,M,2010,Yes
19113,DevOps,M,2020,Yes
19114,Android,F,2011,No
19115,Cybersecurity,M,2023,No
19116,DevOps,F,2010,Yes
19117,Cybersecurity,Other,2011,Yes
19118,Machine Learning,M,2010,No
19119,Windows,M,2008,Yes
19120,Android,M,2015,No
19121,Android,Other,2023,Yes
19122,DevOps,Other,2023,No
19123,DevOps,F,2009,No
19124,DevOps,F,2023,No
19125,IOS,M,2019,Yes
19126,DevOps,F,2019,Yes
19127,Android,F,2008,No
19128,Machine Learning,Other,2023,Yes
19129,Cloud,M,2020,No
19130,Web,M,2016,No
19131,Cloud,M,2021,No
19132,Web,M,2010,Yes
19133,Machine Learning,F,2022,Yes
19134,Web,M,2021,Yes
19135,DevOps,M,2013,No
19136,Cloud,Other,2010,No
19137,Machine Learning,F,2020,No
19138,Cloud,F,2008,Yes
19139,Web,M,2018,Yes
19140,Cloud,F,2015,No
19141,Machine Learning,Other,2012,Yes
19142,Machine Learning,M,2021,No
19143,Windows,F,2015,Yes
19144,Cybersecurity,Other,2019,Yes
19145,Web,F,2020,Yes
19146,Machine Learning,M,2022,No
19147,DevOps,Other,2021,Yes
19148,Windows,M,2008,No
19149,Machine Learning,F,2022,No
19150,Web,M,2016,Yes
19151,Web,Other,2021,Yes
19152,Android,F,2018,No
19153,Cloud,M,2015,No
19154,Cybersecurity,F,2013,Yes
19155,Windows,M,2012,No
19156,DevOps,M,2008,No
19157,Machine Learning,F,2015,Yes
19158,IOS,F,2019,No
19159,Cybersecurity,F,2009,Yes
19160,DevOps,M,2008,Yes
19161,IOS,Other,2022,Yes
19162,DevOps,M,2015,Yes
19163,Cybersecurity,Other,2012,No
19164,Cloud,M,2016,Yes
19165,DevOps,M,2011,No
19166,DevOps,Other,2021,Yes
19167,Cloud,F,2010,No
19168,DevOps,F,2019,No
19169,IOS,F,2009,No
19170,Cloud,M,2017,No
19171,Cybersecurity,M,2016,No
19172,Cloud,F,2010,No
19173,Machine Learning,Other,2011,Yes
19174,Machine Learning,F,2013,No
19175,IOS,Other,2023,No
19176,Web,M,2011,No
19177,Machine Learning,F,2009,Yes
19178,Cybersecurity,M,2021,Yes
19179,Android,M,2013,No
19180,Machine Learning,Other,2011,Yes
19181,Windows,M,2008,Yes
19182,Cloud,F,2011,No
19183,Cybersecurity,F,2019,No
19184,Machine Learning,F,2010,Yes
19185,DevOps,F,2021,No
19186,Web,Other,2018,Yes
19187,Windows,F,2015,Yes
19188,IOS,M,2014,No
19189,Cybersecurity,M,2009,No
19190,Windows,M,2015,Yes
19191,DevOps,F,2012,No
19192,Android,M,2020,No
19193,Android,F,2013,No
19194,IOS,F,2015,No
19195,Cybersecurity,M,2017,Yes
19196,Cloud,M,2014,No
19197,DevOps,F,2019,Yes
19198,IOS,M,2014,No
19199,Android,F,2008,Yes
19200,Cybersecurity,M,2009,Yes
19201,Windows,M,2015,No
19202,Machine Learning,F,2012,Yes
19203,Cloud,Other,2012,Yes
19204,IOS,F,2012,No
19205,Cloud,M,2009,Yes
19206,Machine Learning,M,2014,Yes
19207,Windows,F,2009,Yes
19208,Android,F,2022,No
19209,DevOps,M,2022,Yes
19210,IOS,M,2008,No
19211,Cloud,F,2022,Yes
19212,Cloud,M,2009,No
19213,Machine Learning,M,2008,Yes
19214,IOS,F,2015,No
19215,Cybersecurity,M,2016,No
19216,IOS,Other,2022,Yes
19217,Cybersecurity,Other,2018,Yes
19218,DevOps,M,2021,No
19219,Cloud,Other,2020,Yes
19220,Cloud,F,2019,No
19221,IOS,F,2020,Yes
19222,Windows,F,2020,Yes
19223,Android,F,2009,Yes
19224,Web,F,2008,No
19225,Web,Other,2009,Yes
19226,Cybersecurity,M,2017,No
19227,Android,M,2019,No
19228,Cybersecurity,M,2013,No
19229,Cloud,M,2009,No
19230,Web,M,2023,No
19231,DevOps,M,2012,Yes
19232,DevOps,Other,2016,No
19233,Web,F,2010,Yes
19234,Windows,Other,2010,Yes
19235,Android,M,2011,Yes
19236,IOS,F,2016,No
19237,IOS,M,2022,No
19238,Windows,F,2019,Yes
19239,Cloud,M,2010,Yes
19240,Machine Learning,F,2019,Yes
19241,IOS,M,2009,No
19242,Machine Learning,M,2014,No
19243,Cloud,Other,2015,Yes
19244,Windows,M,2019,Yes
19245,DevOps,M,2016,Yes
19246,Android,Other,2009,Yes
19247,Android,Other,2016,Yes
19248,Windows,M,2020,No
19249,Machine Learning,M,2016,No
19250,Web,M,2014,Yes
19251,Android,M,2017,Yes
19252,DevOps,M,2013,No
19253,IOS,F,2014,No
19254,Machine Learning,M,2014,No
19255,Web,F,2016,Yes
19256,Cloud,M,2019,Yes
19257,Machine Learning,M,2020,No
19258,Windows,F,2019,Yes
19259,Machine Learning,F,2009,No
19260,Android,F,2023,Yes
19261,Cybersecurity,M,2022,Yes
19262,Cloud,M,2015,Yes
19263,Android,F,2019,Yes
19264,Cloud,F,2020,Yes
19265,Windows,M,2008,No
19266,DevOps,Other,2012,No
19267,Web,F,2008,Yes
19268,Windows,F,2015,Yes
19269,Cybersecurity,M,2021,Yes
19270,DevOps,Other,2008,Yes
19271,Cybersecurity,F,2016,No
19272,Windows,M,2020,No
19273,Machine Learning,Other,2023,Yes
19274,Windows,F,2013,Yes
19275,Android,M,2019,No
19276,Web,Other,2023,No
19277,Android,M,2021,No
19278,IOS,M,2023,No
19279,Android,M,2019,Yes
19280,Android,M,2020,Yes
19281,DevOps,Other,2010,No
19282,Cybersecurity,M,2009,Yes
19283,Android,F,2020,No
19284,DevOps,M,2016,Yes
19285,DevOps,M,2011,No
19286,Cloud,M,2012,No
19287,IOS,F,2010,Yes
19288,Cloud,M,2020,No
19289,Android,F,2015,No
19290,Android,M,2018,No
19291,DevOps,M,2019,Yes
19292,IOS,M,2016,Yes
19293,Android,M,2013,Yes
19294,Cybersecurity,M,2009,Yes
19295,DevOps,M,2014,No
19296,Windows,Other,2022,No
19297,Cloud,F,2020,Yes
19298,Web,F,2018,No
19299,Android,Other,2010,Yes
19300,Cloud,F,2010,No
19301,Android,F,2019,Yes
19302,Machine Learning,M,2021,Yes
19303,Machine Learning,M,2022,No
19304,Cloud,M,2022,Yes
19305,Android,M,2009,No
19306,Web,M,2017,Yes
19307,Cloud,M,2018,No
19308,Cloud,Other,2012,No
19309,Android,F,2017,No
19310,Windows,M,2020,No
19311,DevOps,M,2017,No
19312,Windows,F,2014,No
19313,Cloud,M,2013,No
19314,Android,F,2011,No
19315,Windows,F,2012,No
19316,Web,M,2014,Yes
19317,Machine Learning,M,2017,Yes
19318,IOS,M,2009,Yes
19319,Android,F,2022,No
19320,DevOps,F,2010,Yes
19321,Cybersecurity,F,2018,No
19322,Web,F,2016,No
19323,Android,M,2019,Yes
19324,Cybersecurity,F,2012,Yes
19325,Cybersecurity,F,2016,No
19326,Web,F,2009,Yes
19327,Machine Learning,F,2021,No
19328,DevOps,M,2008,No
19329,IOS,M,2008,No
19330,Windows,M,2019,Yes
19331,IOS,Other,2009,No
19332,Android,F,2012,No
19333,Machine Learning,Other,2009,Yes
19334,Android,M,2010,Yes
19335,Web,M,2008,No
19336,Web,F,2019,No
19337,Cloud,M,2018,No
19338,Cloud,F,2023,No
19339,IOS,M,2019,Yes
19340,DevOps,Other,2010,Yes
19341,DevOps,M,2022,Yes
19342,Web,M,2016,Yes
19343,DevOps,F,2016,Yes
19344,IOS,M,2021,No
19345,DevOps,F,2008,Yes
19346,Web,M,2020,Yes
19347,Web,M,2015,No
19348,DevOps,M,2009,Yes
19349,Cybersecurity,M,2008,No
19350,Cloud,Other,2016,Yes
19351,Cloud,F,2023,No
19352,Android,F,2018,No
19353,DevOps,M,2021,No
19354,Android,M,2022,No
19355,Cybersecurity,F,2016,Yes
19356,Cloud,Other,2015,Yes
19357,Web,Other,2009,No
19358,IOS,M,2020,Yes
19359,Windows,M,2008,Yes
19360,Android,M,2009,No
19361,Android,F,2011,Yes
19362,IOS,Other,2017,No
19363,Web,M,2023,Yes
19364,Machine Learning,F,2019,No
19365,Android,M,2022,No
19366,Windows,Other,2019,Yes
19367,Windows,F,2018,Yes
19368,IOS,Other,2012,Yes
19369,Windows,F,2020,Yes
19370,Machine Learning,F,2011,No
19371,Machine Learning,M,2019,Yes
19372,Web,M,2023,Yes
19373,Web,F,2010,Yes
19374,Cybersecurity,F,2021,No
19375,Machine Learning,Other,2008,No
19376,Web,M,2016,No
19377,Machine Learning,Other,2016,No
19378,DevOps,Other,2018,Yes
19379,DevOps,M,2008,Yes
19380,Cloud,F,2023,No
19381,Android,F,2011,Yes
19382,Android,F,2013,No
19383,DevOps,M,2017,No
19384,Android,F,2015,Yes
19385,DevOps,F,2008,Yes
19386,Windows,Other,2011,No
19387,Windows,M,2021,Yes
19388,Cloud,Other,2023,Yes
19389,Web,M,2012,Yes
19390,Cybersecurity,F,2011,Yes
19391,Cybersecurity,F,2012,Yes
19392,Machine Learning,M,2015,No
19393,DevOps,F,2020,Yes
19394,IOS,F,2022,No
19395,DevOps,Other,2023,No
19396,Android,F,2009,No
19397,Android,M,2014,Yes
19398,Machine Learning,M,2012,No
19399,Cloud,M,2017,No
19400,Web,F,2017,Yes
19401,Android,Other,2011,Yes
19402,Web,F,2013,Yes
19403,Cloud,F,2023,No
19404,IOS,M,2010,Yes
19405,Cybersecurity,F,2015,No
19406,Cloud,Other,2008,No
19407,Machine Learning,F,2017,No
19408,Cybersecurity,F,2011,Yes
19409,Machine Learning,M,2019,No
19410,Web,M,2012,No
19411,Cloud,F,2013,Yes
19412,DevOps,M,2020,Yes
19413,Windows,M,2022,No
19414,Cybersecurity,M,2008,Yes
19415,IOS,Other,2017,No
19416,Web,F,2011,No
19417,Android,Other,2019,Yes
19418,Web,F,2014,No
19419,Cybersecurity,M,2021,No
19420,Windows,M,2021,No
19421,Cybersecurity,M,2022,No
19422,Cybersecurity,M,2012,Yes
19423,Android,F,2014,Yes
19424,Cybersecurity,Other,2017,No
19425,Cybersecurity,M,2010,No
19426,Machine Learning,M,2015,No
19427,Cybersecurity,Other,2021,No
19428,Cybersecurity,M,2013,Yes
19429,DevOps,M,2017,No
19430,Web,F,2012,No
19431,Web,F,2015,Yes
19432,Cloud,Other,2021,Yes
19433,Windows,M,2015,No
19434,Windows,M,2013,Yes
19435,Web,F,2016,No
19436,Windows,M,2015,No
19437,Cybersecurity,Other,2023,Yes
19438,Cybersecurity,M,2017,Yes
19439,Machine Learning,M,2021,No
19440,Android,M,2009,No
19441,DevOps,F,2012,No
19442,Windows,M,2022,No
19443,Machine Learning,F,2018,No
19444,Android,F,2012,Yes
19445,Cloud,M,2016,Yes
19446,DevOps,F,2013,Yes
19447,Web,F,2023,Yes
19448,Android,F,2009,Yes
19449,Web,Other,2012,Yes
19450,IOS,F,2012,Yes
19451,Cloud,M,2015,No
19452,Android,M,2014,No
19453,DevOps,M,2015,No
19454,DevOps,M,2013,Yes
19455,Windows,Other,2023,Yes
19456,IOS,F,2019,No
19457,Web,M,2012,No
19458,IOS,M,2021,No
19459,Machine Learning,F,2019,No
19460,DevOps,F,2013,Yes
19461,Web,M,2011,No
19462,Android,Other,2021,Yes
19463,Web,F,2023,Yes
19464,Cloud,Other,2019,Yes
19465,Web,M,2009,No
19466,IOS,F,2023,No
19467,Android,F,2009,No
19468,DevOps,F,2011,No
19469,Web,F,2008,No
19470,Windows,Other,2008,No
19471,IOS,F,2023,No
19472,DevOps,F,2012,No
19473,Machine Learning,F,2018,Yes
19474,Windows,F,2016,No
19475,Web,F,2010,No
19476,IOS,M,2019,Yes
19477,IOS,M,2018,Yes
19478,DevOps,M,2017,No
19479,Machine Learning,F,2022,No
19480,Cybersecurity,F,2009,Yes
19481,Android,M,2019,No
19482,Cloud,F,2016,Yes
19483,Machine Learning,F,2018,Yes
19484,Android,M,2022,No
19485,DevOps,M,2016,No
19486,DevOps,M,2016,No
19487,Cloud,F,2020,Yes
19488,Cybersecurity,F,2021,Yes
19489,Cloud,Other,2015,Yes
19490,Cloud,F,2021,Yes
19491,Cloud,F,2017,Yes
19492,IOS,F,2012,Yes
19493,Web,M,2020,Yes
19494,IOS,Other,2020,Yes
19495,Machine Learning,Other,2023,Yes
19496,Machine Learning,M,2010,No
19497,DevOps,F,2021,No
19498,Cybersecurity,F,2020,No
19499,Cloud,F,2008,No
19500,Cloud,F,2018,Yes
19501,Machine Learning,F,2018,No
19502,Web,Other,2022,Yes
19503,Web,Other,2010,Yes
19504,DevOps,F,2020,No
19505,IOS,Other,2022,Yes
19506,Cloud,M,2021,Yes
19507,Cybersecurity,M,2016,No
19508,Windows,F,2020,Yes
19509,IOS,Other,2019,No
19510,Cybersecurity,M,2021,No
19511,Windows,M,2010,No
19512,Machine Learning,M,2009,No
19513,Cybersecurity,F,2012,Yes
19514,Machine Learning,Other,2013,No
19515,Android,F,2009,Yes
19516,Machine Learning,M,2009,No
19517,Web,F,2013,Yes
19518,Cybersecurity,F,2023,No
19519,Cloud,F,2013,No
19520,Cloud,M,2012,Yes
19521,DevOps,F,2022,No
19522,Machine Learning,Other,2014,Yes
19523,IOS,F,2019,Yes
19524,Cloud,M,2018,No
19525,DevOps,F,2017,Yes
19526,Windows,M,2022,Yes
19527,Cybersecurity,M,2016,Yes
19528,IOS,Other,2010,Yes
19529,DevOps,F,2012,No
19530,Android,M,2019,No
19531,IOS,F,2023,Yes
19532,Windows,Other,2022,No
19533,Android,M,2021,Yes
19534,Windows,F,2011,No
19535,Windows,F,2018,Yes
19536,DevOps,F,2018,No
19537,IOS,M,2017,No
19538,Cloud,Other,2015,Yes
19539,Android,F,2008,Yes
19540,Machine Learning,F,2014,Yes
19541,Machine Learning,F,2013,No
19542,DevOps,M,2014,No
19543,Windows,F,2023,No
19544,Windows,M,2017,Yes
19545,DevOps,Other,2020,No
19546,Windows,F,2017,No
19547,Machine Learning,M,2010,Yes
19548,Android,Other,2014,Yes
19549,IOS,M,2016,Yes
19550,Android,M,2022,Yes
19551,Web,F,2017,No
19552,Machine Learning,M,2014,No
19553,IOS,F,2020,No
19554,Cloud,F,2009,Yes
19555,IOS,Other,2011,No
19556,DevOps,M,2013,No
19557,Android,F,2021,Yes
19558,Cybersecurity,M,2018,No
19559,Android,F,2012,No
19560,Cybersecurity,F,2017,No
19561,Cybersecurity,Other,2022,No
19562,IOS,Other,2015,Yes
19563,Windows,F,2016,No
19564,DevOps,F,2008,No
19565,Machine Learning,F,2022,No
19566,Web,F,2019,Yes
19567,IOS,F,2021,No
19568,Android,M,2022,Yes
19569,Android,M,2014,Yes
19570,Machine Learning,Other,2015,Yes
19571,DevOps,Other,2011,Yes
19572,Android,M,2012,Yes
19573,Cloud,M,2019,Yes
19574,Machine Learning,M,2008,No
19575,IOS,M,2018,Yes
19576,Machine Learning,M,2021,No
19577,Cloud,F,2023,No
19578,IOS,F,2009,Yes
19579,Machine Learning,Other,2018,No
19580,Cloud,Other,2018,No
19581,IOS,M,2018,No
19582,Android,M,2014,Yes
19583,IOS,M,2017,No
19584,Machine Learning,F,2011,No
19585,Cloud,M,2010,Yes
19586,Cybersecurity,M,2016,No
19587,DevOps,M,2013,No
19588,Cybersecurity,F,2017,No
19589,Web,F,2018,Yes
19590,Web,M,2016,Yes
19591,Android,F,2011,No
19592,Cloud,Other,2014,No
19593,DevOps,F,2016,Yes
19594,Windows,Other,2011,No
19595,Machine Learning,M,2019,No
19596,Android,F,2010,No
19597,Cybersecurity,F,2010,No
19598,Machine Learning,M,2015,No
19599,Cybersecurity,Other,2008,No
19600,Cloud,F,2012,No
19601,Windows,F,2013,Yes
19602,Windows,F,2023,No
19603,Machine Learning,M,2013,Yes
19604,Cloud,F,2010,Yes
19605,Cloud,M,2023,Yes
19606,Cybersecurity,F,2014,No
19607,Web,M,2015,Yes
19608,DevOps,M,2012,No
19609,Cloud,M,2013,No
19610,Web,M,2012,No
19611,Windows,Other,2021,No
19612,Web,F,2015,No
19613,Machine Learning,M,2022,Yes
19614,Machine Learning,Other,2013,Yes
19615,DevOps,F,2009,Yes
19616,Machine Learning,M,2017,No
19617,Machine Learning,M,2016,No
19618,Android,F,2011,Yes
19619,Web,M,2018,Yes
19620,Cybersecurity,F,2022,No
19621,Cloud,Other,2008,Yes
19622,Windows,Other,2012,Yes
19623,Machine Learning,F,2014,Yes
19624,Windows,F,2022,Yes
19625,Windows,M,2016,No
19626,Cloud,F,2013,Yes
19627,IOS,M,2020,No
19628,Cybersecurity,F,2021,Yes
19629,Cloud,F,2010,Yes
19630,Machine Learning,F,2010,No
19631,IOS,Other,2015,No
19632,Machine Learning,F,2010,No
19633,Web,M,2013,No
19634,Web,M,2017,No
19635,IOS,Other,2019,No
19636,Cloud,Other,2009,Yes
19637,IOS,M,2022,Yes
19638,IOS,F,2008,Yes
19639,Android,M,2013,No
19640,Web,F,2018,No
19641,IOS,M,2014,Yes
19642,Cloud,M,2022,No
19643,DevOps,F,2021,Yes
19644,Android,F,2018,Yes
19645,Web,F,2021,Yes
19646,Machine Learning,M,2015,No
19647,Windows,Other,2011,Yes
19648,IOS,F,2020,No
19649,DevOps,M,2009,No
19650,IOS,M,2019,Yes
19651,Web,Other,2011,Yes
19652,Android,M,2010,No
19653,Android,M,2009,No
19654,Cloud,F,2013,Yes
19655,Android,F,2017,Yes
19656,Machine Learning,M,2018,No
19657,Web,M,2009,Yes
19658,Android,F,2010,No
19659,IOS,Other,2011,No
19660,Machine Learning,M,2021,Yes
19661,Android,F,2021,No
19662,Cloud,M,2016,No
19663,Web,F,2009,Yes
19664,DevOps,F,2008,Yes
19665,Windows,M,2022,No
19666,Android,M,2020,Yes
19667,Windows,M,2018,Yes
19668,Android,F,2016,No
19669,Web,F,2018,No
19670,IOS,F,2008,No
19671,Web,M,2013,Yes
19672,Cybersecurity,M,2013,Yes
19673,Web,M,2017,Yes
19674,Windows,F,2010,Yes
19675,DevOps,M,2014,Yes
19676,Android,M,2013,No
19677,Windows,F,2016,Yes
19678,IOS,M,2023,Yes
19679,Android,M,2016,Yes
19680,IOS,F,2020,No
19681,Cybersecurity,F,2008,Yes
19682,Android,F,2010,No
19683,Machine Learning,F,2010,Yes
19684,Windows,M,2020,No
19685,Windows,Other,2014,No
19686,Cybersecurity,F,2013,Yes
19687,Android,M,2023,Yes
19688,Android,F,2010,Yes
19689,Cloud,F,2019,No
19690,Cybersecurity,Other,2019,Yes
19691,Cloud,M,2022,No
19692,IOS,F,2010,Yes
19693,Windows,F,2021,Yes
19694,Windows,F,2019,No
19695,Windows,M,2019,Yes
19696,Machine Learning,M,2017,No
19697,Cybersecurity,F,2022,Yes
19698,IOS,F,2021,No
19699,IOS,F,2022,No
19700,DevOps,F,2022,Yes
19701,DevOps,F,2023,Yes
19702,IOS,Other,2012,No
19703,Machine Learning,F,2011,No
19704,Machine Learning,Other,2012,Yes
19705,Machine Learning,F,2016,No
19706,Cybersecurity,M,2017,Yes
19707,IOS,M,2018,No
19708,Android,M,2023,Yes
19709,Cloud,M,2019,No
19710,DevOps,Other,2013,No
19711,Cybersecurity,M,2014,Yes
19712,Cybersecurity,F,2014,No
19713,IOS,F,2011,No
19714,Cloud,F,2016,Yes
19715,Cybersecurity,F,2020,No
19716,DevOps,F,2010,No
19717,Windows,F,2020,No
19718,Machine Learning,M,2010,Yes
19719,Android,M,2012,Yes
19720,DevOps,M,2009,Yes
19721,Windows,F,2020,No
