id,page_type,year_established,country
13036,company,2010,Nepal
13037,government,2015,Nicaragua
13038,government,2010,Belgium
13039,government,2021,Luxembourg
13040,politician,2018,Congo 
13041,company,2004,Guyana
13042,company,2007,Namibia
13043,politician,2007,Denmark
13044,tvshow,2007,Serbia
13045,politician,2023,Georgia
13046,company,2005,Bangladesh
13047,tvshow,2010,Congo 
13048,government,2014,Samoa
13049,politician,2007,Pakistan
13050,politician,2020,Netherlands
13051,tvshow,2008,Spain
13052,company,2002,Angola
13053,politician,2016,Samoa
13054,company,2020,United States
13055,tvshow,2004,Croatia
13056,politician,2015,Afghanistan
13057,politician,2012,Bahrain
13058,company,2022,Chile
13059,politician,2004,Benin
13060,company,2019,Burkina
13061,politician,2017,Mauritania
13062,government,2018,Singapore
13063,government,2010,Poland
13064,company,2002,Andorra
13065,politician,2016,Liechtenstein
13066,government,2016,Mauritania
13067,politician,2008,Philippines
13068,government,2015,Barbados
13069,politician,2007,Vietnam
13070,company,2016,Antigua & Deps
13071,government,2023,Macedonia
13072,politician,2014,Lesotho
13073,politician,2015,St Kitts & Nevis
13074,tvshow,2014,Ivory Coast
13075,tvshow,2008,Albania
13076,government,2012,Armenia
13077,government,2019,Libya
13078,tvshow,2020,Togo
13079,government,2014,Moldova
13080,politician,2011,Italy
13081,government,2010,Micronesia
13082,politician,2014,Trinidad & Tobago
13083,company,2023,Armenia
13084,politician,2005,Namibia
13085,company,2002,Latvia
13086,company,2018,South Africa
13087,politician,2005,Micronesia
13088,government,2003,Lithuania
13089,politician,2018,Liechtenstein
13090,tvshow,2016,Botswana
13091,company,2013,Kyrgyzstan
13092,government,2011,Tanzania
13093,government,2021,Andorra
13094,government,2019,Honduras
13095,company,2010,Lesotho
13096,company,2013,Sri Lanka
13097,company,2004,Singapore
13098,government,2022,Guinea
13099,politician,2023,Poland
13100,government,2006,Turkmenistan
13101,government,2004,Kosovo
13102,politician,2008,Bolivia
13103,tvshow,2022,Bolivia
13104,government,2004,Latvia
13105,politician,2005,Belize
13106,government,2021,Papua New Guinea
13107,company,2006,San Marino
13108,company,2008,Guinea-Bissau
13109,government,2011,St Lucia
13110,tvshow,2015,Syria
13111,government,2010,Libya
13112,government,2002,Ecuador
13113,company,2004,Philippines
13114,company,2010,Belarus
13115,company,2008,Estonia
13116,government,2014,Greece
13117,company,2010,Maldives
13118,politician,2014,Georgia
13119,company,2012,Chad
13120,politician,2016,Guatemala
13121,government,2005,Latvia
13122,government,2004,Fiji
13123,company,2004,Bahamas
13124,company,2013,Turkey
13125,company,2021,Croatia
13126,company,2004,Angola
13127,company,2004,Madagascar
13128,company,2016,Djibouti
13129,tvshow,2009,Italy
13130,government,2018,Central African Rep
13131,company,2010,Pakistan
13132,company,2011,Azerbaijan
13133,politician,2003,Guyana
13134,politician,2011,Togo
13135,company,2006,Togo
13136,company,2007,Malta
13137,tvshow,2008,Marshall Islands
13138,politician,2002,Ukraine
13139,government,2003,Nauru
13140,tvshow,2005,Gambia
13141,politician,2011,Guinea-Bissau
13142,politician,2004,Peru
13143,company,2021,Barbados
13144,tvshow,2022,Slovenia
13145,politician,2014,El Salvador
13146,tvshow,2006,Chile
13147,government,2006,Tuvalu
13148,politician,2012,Syria
13149,government,2009,Mauritania
13150,company,2014,United Kingdom
13151,politician,2015,Tunisia
13152,company,2002,New Zealand
13153,company,2002,Qatar
13154,government,2019,Belize
13155,government,2021,Bhutan
13156,tvshow,2005,Indonesia
13157,government,2023,Sierra Leone
13158,tvshow,2018,United Kingdom
13159,government,2002,Cameroon
13160,politician,2012,St Kitts & Nevis
13161,politician,2016,Mozambique
13162,government,2015,St Lucia
13163,politician,2013,Armenia
13164,government,2005,New Zealand
13165,government,2018,Peru
13166,tvshow,2022,Libya
13167,tvshow,2002,Benin
13168,company,2003,Croatia
13169,politician,2015,Austria
13170,government,2011,Liechtenstein
13171,tvshow,2022,Gambia
13172,politician,2012,Congo 
13173,politician,2022,Bahrain
13174,government,2021,Angola
13175,politician,2014,Greece
13176,politician,2020,Laos
13177,tvshow,2019,Slovenia
13178,politician,2019,Liechtenstein
13179,politician,2014,Guyana
13180,company,2009,South Sudan
13181,government,2012,Estonia
13182,company,2021,Guatemala
13183,company,2020,Paraguay
13184,government,2019,Afghanistan
13185,company,2023,Peru
13186,government,2006,Guyana
13187,company,2006,Morocco
13188,company,2004,Tuvalu
13189,government,2021,Serbia
13190,government,2004,United Arab Emirates
13191,government,2020,Panama
13192,politician,2008,Yemen
13193,politician,2011,Denmark
13194,government,2019,East Timor
13195,politician,2023,Estonia
13196,government,2012,Peru
13197,government,2017,Netherlands
13198,politician,2002,Australia
13199,tvshow,2002,Japan
13200,government,2009,Bahrain
13201,company,2015,Belarus
13202,government,2014,Georgia
13203,government,2017,Oman
13204,government,2009,Malaysia
13205,company,2005,St Kitts & Nevis
13206,tvshow,2009,Nepal
13207,company,2022,Congo
13208,government,2012,Palau
13209,company,2004,Argentina
13210,tvshow,2013,Palau
13211,government,2010,Macedonia
13212,government,2010,Solomon Islands
13213,government,2003,Bahamas
13214,company,2013,Iraq
13215,company,2010,St Kitts & Nevis
13216,government,2014,Korea North
13217,tvshow,2003,Central African Rep
13218,tvshow,2019,Mauritius
13219,politician,2015,Central African Rep
13220,company,2008,Libya
13221,company,2013,Seychelles
13222,politician,2013,Ecuador
13223,government,2011,San Marino
13224,government,2019,Korea North
13225,government,2006,Italy
13226,government,2004,Romania
13227,politician,2023,Canada
13228,government,2008,Senegal
13229,company,2007,Luxembourg
13230,government,2016,Saint Vincent & the Grenadines
13231,company,2022,Tuvalu
13232,politician,2007,Kenya
13233,company,2006,Grenada
13234,government,2007,Dominican Republic
13235,politician,2014,Israel
13236,company,2015,Croatia
13237,government,2007,Croatia
13238,company,2012,Chad
13239,government,2012,Slovakia
13240,politician,2022,Latvia
13241,tvshow,2008,Maldives
13242,government,2012,Monaco
13243,government,2003,Botswana
13244,company,2006,Congo
13245,politician,2014,Nigeria
13246,politician,2015,Mauritius
13247,company,2017,Chad
13248,company,2015,Fiji
13249,company,2014,Vietnam
13250,company,2012,Ghana
13251,company,2014,Palau
13252,government,2016,Indonesia
13253,company,2012,Suriname
13254,company,2016,Marshall Islands
13255,government,2005,Comoros
13256,government,2016,Liechtenstein
13257,tvshow,2015,Guinea
13258,politician,2021,Zambia
13259,tvshow,2005,Spain
13260,government,2009,Mozambique
13261,politician,2009,Iraq
13262,company,2010,Czech Republic
13263,government,2018,Trinidad & Tobago
13264,government,2015,Saudi Arabia
13265,politician,2023,Canada
13266,government,2012,Iran
13267,politician,2015,Palau
13268,politician,2007,Senegal
13269,politician,2015,Slovakia
13270,tvshow,2020,Slovenia
13271,company,2003,Turkmenistan
13272,government,2017,Maldives
13273,politician,2007,Argentina
13274,company,2005,Kiribati
13275,government,2021,China
13276,politician,2002,Latvia
13277,government,2008,Bahrain
13278,politician,2013,Maldives
13279,government,2010,Austria
13280,politician,2022,Tuvalu
13281,company,2014,Cameroon
13282,tvshow,2016,Albania
13283,company,2022,Mauritania
13284,politician,2009,Guyana
13285,government,2015,Eritrea
13286,politician,2017,Afghanistan
13287,tvshow,2004,Saint Vincent & the Grenadines
13288,politician,2003,Bahamas
13289,politician,2017,Zambia
13290,government,2018,Venezuela
13291,government,2015,Eritrea
13292,company,2007,Suriname
13293,government,2019,Croatia
13294,government,2002,Korea South
13295,tvshow,2015,Singapore
13296,tvshow,2009,Thailand
13297,government,2008,Malawi
13298,tvshow,2006,Nicaragua
13299,government,2014,Tonga
13300,government,2009,New Zealand
13301,tvshow,2010,Kosovo
13302,tvshow,2004,Peru
13303,government,2021,Lebanon
13304,government,2017,Liberia
13305,politician,2009,Switzerland
13306,tvshow,2019,San Marino
13307,company,2003,Bulgaria
13308,company,2009,Serbia
13309,government,2015,Grenada
13310,government,2005,Equatorial Guinea
13311,government,2009,Vatican City
13312,company,2017,Laos
13313,government,2012,Korea South
13314,politician,2019,Somalia
13315,company,2018,Kuwait
13316,government,2022,Angola
13317,government,2018,United Kingdom
13318,government,2004,Togo
13319,politician,2009,France
13320,politician,2010,Solomon Islands
13321,politician,2015,Lebanon
13322,politician,2011,Iran
13323,government,2015,Ukraine
13324,company,2020,Australia
13325,government,2023,Zambia
13326,company,2008,Sweden
13327,government,2002,Honduras
13328,tvshow,2017,Czech Republic
13329,company,2014,Japan
13330,company,2013,Ethiopia
13331,company,2023,Vatican City
13332,government,2007,Paraguay
13333,politician,2023,Palau
13334,tvshow,2018,Nicaragua
13335,government,2008,Austria
13336,company,2008,Malta
13337,company,2003,Yemen
13338,government,2008,Ghana
13339,company,2014,Belgium
13340,politician,2010,Egypt
13341,politician,2003,Turkmenistan
13342,company,2020,Japan
13343,company,2016,Angola
13344,government,2011,Croatia
13345,company,2022,Barbados
13346,government,2010,Albania
13347,politician,2005,South Sudan
13348,government,2017,Ivory Coast
13349,tvshow,2019,Cambodia
13350,government,2021,Mauritius
13351,government,2015,Albania
13352,government,2007,Kiribati
13353,government,2011,Lesotho
13354,company,2019,Turkmenistan
13355,company,2012,Israel
13356,company,2005,Malaysia
13357,company,2009,Bangladesh
13358,government,2010,Liberia
13359,company,2017,Argentina
13360,company,2005,Italy
13361,government,2023,Venezuela
13362,government,2023,Iran
13363,company,2016,Monaco
13364,tvshow,2011,Azerbaijan
13365,politician,2010,Ethiopia
13366,tvshow,2016,United Kingdom
13367,company,2021,Ecuador
13368,politician,2009,Romania
13369,tvshow,2004,Iran
13370,politician,2016,Bosnia Herzegovina
13371,company,2009,Kyrgyzstan
13372,company,2003,Indonesia
13373,company,2006,Uruguay
13374,politician,2008,Syria
13375,company,2005,Sudan
13376,tvshow,2002,Armenia
13377,government,2012,Dominican Republic
13378,government,2016,Mozambique
13379,company,2013,Dominican Republic
13380,company,2015,Ghana
13381,company,2014,Gambia
13382,government,2004,Egypt
13383,tvshow,2022,Guinea-Bissau
13384,government,2002,Madagascar
13385,politician,2016,Sudan
13386,government,2011,Nigeria
13387,company,2005,Libya
13388,company,2008,Oman
13389,company,2023,Cyprus
13390,government,2014,Japan
13391,company,2013,Thailand
13392,company,2002,Burkina
13393,government,2022,Ivory Coast
13394,politician,2005,Armenia
13395,tvshow,2015,Malaysia
13396,government,2022,Ethiopia
13397,company,2018,Slovakia
13398,government,2011,Belarus
13399,company,2011,Tanzania
13400,government,2015,Ecuador
13401,politician,2003,Albania
13402,company,2012,Tunisia
13403,politician,2018,Germany
13404,company,2014,India
13405,politician,2022,Ethiopia
13406,government,2005,Norway
13407,company,2007,Kazakhstan
13408,tvshow,2018,Croatia
13409,government,2018,Tonga
13410,politician,2008,Sri Lanka
13411,politician,2017,Belize
13412,tvshow,2007,Togo
13413,government,2016,Nicaragua
13414,tvshow,2015,Sri Lanka
13415,government,2021,Botswana
13416,government,2010,Namibia
13417,tvshow,2020,Sudan
13418,government,2018,Namibia
13419,politician,2002,Kuwait
13420,tvshow,2011,Croatia
13421,company,2010,Albania
13422,company,2004,New Zealand
13423,company,2015,Kiribati
13424,company,2022,Dominican Republic
13425,tvshow,2021,Fiji
13426,government,2016,Malaysia
13427,politician,2005,Hungary
13428,government,2013,Israel
13429,tvshow,2019,Maldives
13430,company,2009,Belarus
13431,politician,2013,Ivory Coast
13432,government,2019,Monaco
13433,politician,2010,Azerbaijan
13434,government,2011,Burundi
13435,tvshow,2023,Marshall Islands
13436,tvshow,2004,Bolivia
13437,tvshow,2003,Iran
13438,politician,2006,Kiribati
13439,government,2006,Oman
13440,company,2012,St Lucia
13441,government,2012,Pakistan
13442,tvshow,2002,Estonia
13443,company,2010,Pakistan
13444,company,2007,Montenegro
13445,government,2006,Eritrea
13446,politician,2010,Ukraine
13447,tvshow,2009,Libya
13448,tvshow,2011,Uzbekistan
13449,company,2020,Georgia
13450,government,2014,Norway
13451,company,2009,Papua New Guinea
13452,tvshow,2004,Zimbabwe
13453,government,2017,Mongolia
13454,company,2013,Belgium
13455,company,2011,Philippines
13456,government,2009,San Marino
13457,government,2013,Ghana
13458,government,2023,Nigeria
13459,government,2012,Afghanistan
13460,government,2017,Angola
13461,company,2002,Slovenia
13462,company,2021,Gambia
13463,tvshow,2022,Oman
13464,government,2003,Tonga
13465,government,2007,Marshall Islands
13466,tvshow,2017,Djibouti
13467,tvshow,2017,Jamaica
13468,politician,2005,Ireland
13469,politician,2008,Liechtenstein
13470,government,2023,Armenia
13471,company,2018,India
13472,politician,2007,Tanzania
13473,government,2018,Saudi Arabia
13474,tvshow,2008,Argentina
13475,politician,2005,Japan
13476,government,2009,Hungary
13477,tvshow,2005,Cameroon
13478,government,2014,Azerbaijan
13479,tvshow,2007,Belgium
13480,politician,2018,Papua New Guinea
13481,politician,2012,Cameroon
13482,politician,2008,Laos
13483,tvshow,2023,Algeria
13484,politician,2021,Tonga
13485,government,2017,Tuvalu
13486,government,2008,Rwanda
13487,government,2012,Somalia
13488,government,2023,Swaziland
13489,company,2014,Bulgaria
13490,tvshow,2008,Denmark
13491,company,2008,Lebanon
13492,government,2017,Suriname
13493,tvshow,2013,Cuba
13494,politician,2002,Senegal
13495,company,2018,Fiji
13496,politician,2010,Angola
13497,government,2020,United Kingdom
13498,company,2018,Bulgaria
13499,politician,2006,Belarus
13500,politician,2023,Luxembourg
13501,company,2010,Guinea-Bissau
13502,government,2003,Hungary
13503,tvshow,2003,Pakistan
13504,politician,2015,Algeria
13505,politician,2002,Mauritania
13506,company,2019,Mali
13507,politician,2003,Turkey
13508,tvshow,2023,Netherlands
13509,government,2009,Tanzania
13510,company,2008,Italy
13511,government,2011,Guatemala
13512,company,2014,Kuwait
13513,company,2014,Bangladesh
13514,company,2009,Rwanda
13515,politician,2005,South Sudan
13516,politician,2016,Iran
13517,politician,2016,Malta
13518,company,2022,St Lucia
13519,company,2014,Grenada
13520,politician,2008,Monaco
13521,government,2007,Equatorial Guinea
13522,government,2011,Gabon
13523,politician,2019,Tuvalu
13524,government,2018,Mexico
13525,government,2020,Vietnam
13526,company,2021,Libya
13527,politician,2012,Palau
13528,politician,2005,Belize
13529,company,2013,Angola
13530,government,2002,Afghanistan
13531,tvshow,2021,Kenya
13532,government,2002,Namibia
13533,politician,2022,Nigeria
13534,company,2012,Tanzania
13535,tvshow,2016,Maldives
13536,politician,2016,Gambia
13537,politician,2015,Congo 
13538,politician,2021,Bhutan
13539,company,2022,Lesotho
13540,tvshow,2004,Central African Rep
13541,government,2017,Barbados
13542,government,2018,Vanuatu
13543,government,2019,Chad
13544,government,2005,Sudan
13545,company,2004,Vatican City
13546,politician,2011,Chad
13547,government,2003,Colombia
13548,politician,2020,United Kingdom
13549,company,2023,Ecuador
13550,company,2023,Bhutan
13551,politician,2021,Equatorial Guinea
13552,government,2011,Seychelles
13553,government,2021,Iraq
13554,government,2012,Dominica
13555,tvshow,2019,Luxembourg
13556,company,2021,Malta
13557,tvshow,2003,Sierra Leone
13558,politician,2020,Slovenia
13559,tvshow,2012,Mauritius
13560,government,2022,Slovakia
13561,government,2015,Suriname
13562,politician,2004,Croatia
13563,politician,2003,Guinea
13564,company,2015,Argentina
13565,government,2019,Micronesia
13566,politician,2018,Mauritius
13567,tvshow,2014,Honduras
13568,politician,2020,Estonia
13569,company,2003,Equatorial Guinea
13570,politician,2020,Vanuatu
13571,politician,2010,Romania
13572,politician,2014,Guinea
13573,tvshow,2017,Grenada
13574,government,2011,Morocco
13575,tvshow,2017,Montenegro
13576,government,2020,Samoa
13577,politician,2010,Malawi
13578,company,2019,Macedonia
13579,company,2023,Kyrgyzstan
13580,company,2006,Myanmar
13581,tvshow,2009,Nepal
13582,government,2016,Oman
13583,government,2010,Dominica
